No.	Trend	Plunge	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes	Label	Strabo Type	Strabo quality
31	46	17	116.495	87.4832	88.6165	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1755			0
32	49	18	132.889	74.261	89.1912	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1751			0
33	67	11	99.6193	116.164	90.6052	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1709			0
34	84	12	101.57	107.666	85.1586	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1694			0
35	83	25	105.049	103.534	88.1767	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1693			0
36	61	23	105.61	104.887	90.807	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1707			0
37	79	5	127.531	76.5582	86.9305	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1673			0
38	72	2	102.484	106.985	89.2097	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1662			0
39	51	14	116.382	86.7536	87.1816	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1840			0
40	56	22	129.875	76.784	88.4331	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1647			0
41	64	20	120.265	85.6231	91.1274	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1621			0
42	73	18	113.766	91.7305	89.1023	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1609			0
43	38	3	99.6775	111.836	87.2704	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1605			0
44	64	24	99.3453	115.293	88.4503	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1589			0
45	70	16	107.403	99.8626	87.3315	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1818			0
46	42	8	108.069	99.0012	87.8872	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1581			0
47	39	2	135.727	70.7608	87.1849	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1564			0
48	100	10	99.0773	117.52	91.8854	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1562			0
49	45	13	130.526	76.1717	90.2813	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1551			0
50	61	8	131.585	74.2299	87.0801	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1120			0
51	78	2	109.987	97.0488	91.79	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|536			0
52	70	25	103.068	105.327	86.9487	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1522			0
53	47	8	102.184	106.515	87.5269	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1521			0
54	74	1	111.007	100.004	93.9688	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1437			0
55	63	6	104.588	105.167	89.6399	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1503			0
56	43	18	104.514	104.439	88.7544	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1492			0
57	85	18	108.78	102.96	94.1347	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1926			0
58	45	5	98.6543	114.579	85.8032	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1483			0
59	45	8	123.833	79.7045	88.1793	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1480			0
60	74	24	103.49	106.99	91.1654	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1854			0
61	48	17	135.926	71.0362	88.9926	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1461			0
62	75	11	123.197	81.2607	89.087	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1460			0
63	71	28	122.736	82.9041	91.4087	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|71			0
64	69	10	134.975	71.3303	88.4018	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|572			0
65	100	1	99.888	116.182	92.4951	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|688			0
66	53	22	113.874	91.4518	89.9791	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1706			0
67	59	7	109.694	98.0377	92.1544	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1401			0
68	77	13	100.984	110.243	89.5322	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|804			0
69	46	10	120.394	83.9014	86.7355	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1388			0
70	42	13	105.468	105.036	92.3593	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1385			0
71	67	2	124.274	81.0529	90.7778	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|690			0
72	77	24	98.57	114.236	87.0354	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|573			0
73	77	1	109.672	99.7208	91.0575	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|932			0
74	87	1	122.3	83.0109	91.5043	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|428			0
75	46	15	107.106	104.707	93.8395	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1957			0
76	74	26	100.528	113.034	90.51	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1344			0
77	82	10	130.131	76.2043	88.2156	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|614			0
78	85	24	99.4878	112.141	87.2679	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1327			0
79	62	23	126.592	77.8239	86.9986	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1325			0
80	62	3	121.043	83.593	90.7784	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1313			0
81	82	8	100.23	110.53	85.8806	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1284			0
82	87	4	106.266	100.163	85.4451	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1279			0
83	72	9	98.8806	114.89	87.5663	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1278			0
84	49	21	108.633	100.697	91.1248	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1276			0
85	75	12	131.782	74.8524	89.8076	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1273			0
86	70	17	122.306	81.905	89.4676	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|786			0
87	76	1	123.505	80.8833	89.5055	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1268			0
88	49	17	107.696	98.3888	86.6521	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1260			0
89	81	3	106.964	101.269	88.2799	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1256			0
90	85	2	116.966	85.7839	87.339	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1252			0
91	88	3	105.151	105.954	91.7695	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1135			0
92	80	15	106.052	103.325	89.5082	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1247			0
93	56	6	111.541	92.8828	88.1676	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1242			0
94	41	9	104.719	105.035	90.0272	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1241			0
95	54	19	102.988	102.441	84.9337	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|516			0
96	75	27	102.38	113.432	92.8245	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|531			0
97	91	9	124.12	80.2778	88.8618	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|505			0
98	57	7	108.271	99.5467	88.4392	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1604			0
99	52	18	105.486	102.43	87.8346	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1230			0
100	51	23	129.315	75.1784	86.4599	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|596			0
101	79	5	111.718	92.4534	87.6016	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1326			0
102	62	1	136.278	71.3522	89.734	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1214			0
103	49	16	114.535	90.3169	89.3438	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1209			0
104	64	18	117.453	85.3508	85.8032	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1206			0
105	75	9	115.245	91.0747	91.7873	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1565			0
106	50	10	110.538	93.4241	85.3512	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1184			0
107	80	19	107.749	104.039	93.7146	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1182			0
108	57	20	136.586	71.3346	90.184	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1177			0
109	43	12	100.997	112.172	91.3034	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1584			0
110	82	25	119.736	84.5172	88.9682	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|204			0
111	65	23	111.758	91.5262	85.663	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1162			0
112	72	19	112.305	94.3571	92.2209	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1553			0
113	42	3	119.635	84.8218	89.2872	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1027			0
114	57	6	125.831	78.8763	87.3461	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1148			0
115	47	18	116.891	88.9202	91.6193	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1964			0
116	51	15	117.528	85.4673	86.2319	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1128			0
117	80	12	107.574	98.7144	86.6851	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1019			0
118	77	19	102.938	113.129	92.7988	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1105			0
119	84	1	102.357	113.327	92.5345	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1101			0
120	60	13	124.085	80.7218	88.7764	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1481			0
121	66	11	109.356	100.38	91.3216	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1098			0
122	45	7	110.215	96.0407	87.0254	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|369			0
123	88	10	101.767	111.14	91.5432	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1095			0
124	94	12	117.679	85.7872	88.3947	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1090			0
125	47	3	123.744	81.1394	90.5261	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|691			0
126	39	9	99.0331	114.749	87.837	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1080			0
127	43	14	123.018	80.202	88.0696	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1079			0
128	70	3	98.4933	114.135	86.6147	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1077			0
129	85	11	114.648	92.6948	92.6946	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|522			0
130	88	17	130.357	76.1388	90.4943	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|139			0
131	72	8	122.707	82.5337	90.8071	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1043			0
132	67	17	109.979	96.6618	87.4447	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1022			0
133	75	11	114.627	89.5284	88.4204	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|61			0
134	75	5	120.373	85.5171	91.3733	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1050			0
135	42	13	126.743	78.4256	90.0483	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1391			0
136	71	10	122.316	80.3916	88.1604	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|564			0
137	86	16	114.114	91.548	90.5422	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1408			0
138	47	7	126.809	79.3845	90.8878	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1005			0
139	58	19	109.927	97.3215	91.9924	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1003			0
140	62	20	120.174	86.0681	91.5904	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1418			0
141	100	9	114.91	90.3294	90.4877	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|996			0
142	72	26	101.599	111.987	91.5425	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|613			0
143	46	11	117.586	86.3505	90.6978	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1265			0
144	86	8	102.984	111.943	92.8626	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1175			0
145	37	5	106.801	106.017	93.9267	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|186			0
146	75	12	99.0841	117.153	90.5734	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|964			0
147	55	9	106.756	103.839	92.8239	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1410			0
148	67	8	130.498	75.4982	89.2365	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|766			0
149	53	18	127.812	78.1542	90.4076	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|916			0
150	97	12	108.443	102.435	93.3076	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|913			0
151	62	1	101.151	111.936	90.7927	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1380			0
152	99	9	106.932	105.226	93.8236	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1248			0
153	87	9	117.644	90.2733	92.454	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|126			0
154	49	8	129.185	75.7796	87.3021	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1464			0
155	70	22	100.414	112.72	88.7486	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|877			0
156	54	19	125.912	78.5466	86.6227	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|868			0
157	56	11	103.25	107.589	91.4844	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|862			0
158	43	5	123.141	81.4152	89.4467	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|860			0
159	48	15	101.455	110.235	91.3454	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1237			0
160	62	25	104.863	104.755	90.0165	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|847			0
161	81	7	113.689	91.7906	89.7031	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|837			0
162	57	25	123.623	81.1753	90.8528	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|827			0
163	76	4	102.8	109.288	92.3104	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|812			0
164	62	26	114.845	89.6184	89.6049	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|463			0
165	83	2	114.065	91.9661	90.5342	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|708			0
166	90	3	116.151	87.3744	87.9649	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|802			0
167	79	5	134.067	73.595	91.2204	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|798			0
168	93	5	108.892	99.2535	89.0704	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1215			0
169	57	14	119.775	84.2868	88.7485	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1341			0
170	77	7	134.25	72.7062	89.2309	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|783			0
171	58	16	114.531	91.6767	91.4458	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|773			0
172	95	10	100.126	112.217	88.559	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|772			0
173	64	24	99.9695	110.684	89.379	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|753			0
174	87	3	103.733	110.276	93.1072	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|481			0
175	67	19	111.502	91.9894	87.0592	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1220			0
176	88	4	111.395	94.5993	92.0067	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|28			0
177	66	19	106.327	104.556	92.9231	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1413			0
178	60	10	102.025	106.918	87.0584	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2041			0
179	65	12	135.228	72.1618	91.3095	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|116			0
180	48	2	128.424	76.8637	88.8487	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|737			0
181	96	2	115.499	88.385	88.5354	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1933			0
182	87	11	99.9731	114.642	90.2982	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|945			0
183	73	3	107.895	97.7743	85.4451	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1320			0
184	73	17	100.902	112.652	90.5446	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|740			0
185	41	7	117.725	85.0421	86.7105	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|699			0
186	76	23	99.3858	114.498	88.7556	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1593			0
187	81	7	107.737	100.701	89.3437	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|687			0
188	81	18	101.584	107.929	87.1513	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1936			0
189	43	15	108.76	99.3595	88.8312	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|669			0
190	85	12	111.739	91.4125	86.2544	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|57			0
191	70	11	109.519	99.319	92.6213	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1898			0
192	68	23	99.938	111.329	88.6144	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1944			0
193	80	4	110.329	95.4216	91.8006	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|609			0
194	63	13	99.9602	110.845	86.6935	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|660			0
195	79	10	99.3913	115.752	90.1098	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|657			0
196	43	8	100.522	111.288	90.3737	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|141			0
197	89	22	99.6844	111.684	87.8656	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|656			0
198	55	13	130.791	75.8956	87.8802	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1641			0
199	99	8	110.154	96.531	88.5843	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|632			0
200	60	25	134.494	71.8452	86.9237	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1986			0
201	48	14	101.795	108.295	90.1187	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1754			0
202	69	17	106.811	98.6036	85.2858	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1630			0
203	73	3	124.674	79.3399	87.9287	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|764			0
204	56	19	123.764	81.4181	90.2246	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|206			0
205	44	8	99.222	116.457	91.8516	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|235			0
206	58	14	103.03	104.493	85.2337	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|909			0
207	92	4	103.353	105.634	87.9625	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|97			0
208	81	6	117.81	86.2933	89.0339	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|879			0
209	66	20	124.304	79.7381	88.995	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|601			0
210	68	24	104.426	106.466	91.9201	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|598			0
211	60	12	121.967	81.568	89.1532	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|653			0
212	67	1	102.649	107.078	89.7687	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|594			0
213	54	9	109.877	100.661	93.7369	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|211			0
214	47	2	114.252	90.9542	90.2784	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|581			0
215	68	9	103.475	105.479	88.0669	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1989			0
216	61	27	131.3	74.7958	87.2614	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1623			0
217	79	25	108.989	98.9749	89.2592	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|672			0
218	89	16	98.5329	115.964	88.4793	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|630			0
219	87	5	103.36	103.516	85.1118	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|384			0
220	82	24	133.231	72.9153	86.6074	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|518			0
221	50	19	99.2343	112.201	84.9445	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|422			0
222	74	1	119.769	84.7179	89.1367	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1029			0
223	68	6	104.111	106.533	91.3515	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|553			0
224	63	22	115.51	87.8263	86.7571	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2012			0
225	73	7	102.152	108.72	90.8888	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|541			0
