No.	Trend	Plunge	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes	Label	Strabo Type	Strabo quality
21	163	33	122.276	81.4882	86.2014	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1700			0
22	206	10	104.951	106.623	92.4039	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1616			0
23	187	46	118.81	86.2195	90.8075	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1591			0
24	166	3	100.348	112.414	88.6516	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|277			0
25	200	17	131.879	75.5384	90.2195	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|444			0
26	167	34	115.856	87.6582	88.1007	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1567			0
27	195	33	125.236	79.7401	89.899	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|250			0
28	176	6	132.695	73.927	88.3459	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1806			0
29	155	12	123.718	79.5578	87.2781	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1600			0
30	176	2	101.309	112.165	91.4706	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1369			0
31	192	5	109.384	98.638	88.8829	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1860			0
32	198	23	126.221	78.1568	86.9421	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|328			0
33	182	17	132.146	74.4725	89.245	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1466			0
34	178	36	122.128	83.4231	91.631	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|431			0
35	194	13	114.268	91.0303	88.38	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1389			0
36	206	27	106.661	102.467	91.6291	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1347			0
37	202	13	128.624	76.6523	87.8565	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|631			0
38	208	7	109.283	99.3629	90.3759	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|404			0
39	184	1	104.587	103.728	87.8735	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1296			0
40	186	12	130.634	76.007	88.1319	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|924			0
41	181	2	117.853	86.6541	89.7599	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1286			0
42	190	22	119.403	84.1998	86.8911	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1272			0
43	162	41	107.927	100.833	89.8722	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|382			0
44	180	13	103.823	106.541	90.5459	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1063			0
45	177	9	117.187	86.9927	89.6147	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1226			0
46	183	1	100.851	110.947	90.015	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1258			0
47	179	2	121.852	83.5491	91.562	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|224			0
48	187	7	124.809	79.9004	89.1965	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1185			0
49	186	4	118.127	87.8876	91.9998	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1141			0
50	200	52	133.675	73.3159	89.6943	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1131			0
51	180	6	137.016	71.715	90.969	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1119			0
52	201	8	113.596	91.9735	89.9003	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|319			0
53	153	10	130.145	75.924	87.8866	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|386			0
54	186	2	111.876	92.9677	90.4278	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|467			0
55	189	42	118.346	86.5996	90.0028	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1096			0
56	172	6	100.716	112.782	90.7062	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1093			0
57	158	6	131.646	75.5445	90.1939	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1081			0
58	205	9	135.981	71.5233	89.8566	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1055			0
59	190	29	133.428	73.9186	91.1452	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|135			0
60	167	32	104.439	106.452	91.5263	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1049			0
61	196	8	109.148	96.3167	86.6698	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|397			0
62	204	17	123.533	81.7867	90.5688	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1034			0
63	184	3	124.017	81.9156	91.5151	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1032			0
64	172	5	122.778	80.2244	88.078	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1020			0
65	175	53	112.564	93.8414	92.7771	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1016			0
66	193	27	107.579	100.837	89.4479	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|958			0
67	189	22	102.444	107.618	89.7654	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|977			0
68	195	2	119.089	85.3188	88.934	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1479			0
69	204	17	113.43	91.332	88.0532	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1300			0
70	180	2	121.455	83.0577	90.6469	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|845			0
71	197	19	116.941	86.6329	90.3222	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|959			0
72	187	47	132.496	73.6675	87.0143	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|954			0
73	183	27	114.211	90.5413	86.7459	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|947			0
74	179	8	104.019	111.137	93.6087	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|922			0
75	188	34	115.089	90.0358	89.0012	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|912			0
76	205	13	100.993	110.797	90.273	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|906			0
77	191	49	115.764	87.7787	87.8955	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|863			0
78	174	9	114.212	90.9636	87.7435	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1725			0
79	182	35	113.838	93.5295	91.818	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|103			0
80	181	8	122.537	82.589	90.824	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|855			0
81	192	12	114.053	91.2347	89.5099	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1395			0
82	186	8	122.829	81.5073	89.2715	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2004			0
83	205	9	104.913	103.723	88.5659	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1407			0
84	195	47	117.724	86.7818	89.6196	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1129			0
85	185	14	106.664	102.675	91.2397	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|684			0
86	187	12	136.079	70.601	87.33	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1683			0
87	192	14	125.877	80.0395	90.8979	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1617			0
88	195	2	112.461	92.3744	89.5899	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1979			0
89	178	8	107.916	102.267	92.0531	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|606			0
90	165	49	116.51	89.5116	91.9415	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|353			0
91	178	11	123.59	81.2307	90.172	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|825			0
92	181	24	119.156	86.2477	90.7394	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|712			0
93	204	2	130.053	76.5085	89.2624	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1372			0
94	200	1	112.245	96.3491	93.1301	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|953			0
95	205	5	130.551	75.5223	90.5276	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|978			0
96	187	44	113.468	90.7054	86.4519	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1126			0
97	182	24	107.186	101.507	91.3136	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|651			0
98	179	2	116.794	86.289	88.1343	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|777			0
99	182	11	122.445	82.0613	89.9525	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|791			0
100	177	52	129.516	77.13	90.0396	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|48			0
101	176	16	136.684	71.2115	90.1401	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|308			0
102	205	5	116.125	86.9032	86.2239	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|608			0
103	184	4	125.611	79.5752	90.3703	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|603			0
104	178	2	102.671	113.616	92.9865	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|599			0
105	157	3	131.7	74.065	88.1729	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|960			0
106	186	6	135.029	71.1949	86.9648	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|582			0
107	206	17	124.476	78.9136	86.5028	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|585			0
108	198	21	123.729	80.8706	89.4218	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|27			0
109	178	14	102.722	107.323	90.7429	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|559			0
110	191	15	128.617	76.538	88.3105	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|527			0
111	199	13	126.57	78.1569	89.5281	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|628			0
112	177	3	136	71.4948	89.6827	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|633			0
113	165	28	101.593	113.065	91.7223	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|497			0
114	174	10	112.575	94.01	92.5156	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1017			0
115	189	40	112.013	96.6702	93.0428	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|483			0
116	159	25	113.886	90.4865	86.7541	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1432			0
117	175	28	117.64	90.0304	92.4336	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|459			0
118	172	1	106.796	105.855	93.8212	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|445			0
119	165	10	122.517	81.5297	89.2168	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|442			0
120	201	6	122.391	80.2829	87.9173	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|439			0
121	181	19	118.196	84.7367	86.3588	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|700			0
122	162	1	122.2	81.4739	88.931	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|779			0
123	175	3	103.406	108.121	92.2548	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|190			0
124	193	4	115.991	88.0326	89.4828	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|535			0
125	194	4	116.392	87.2927	89.1399	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|417			0
126	181	16	107.056	101.425	90.2664	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|674			0
127	186	6	130.176	76.5347	88.9984	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|407			0
128	207	4	131.107	74.4362	88.7445	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|401			0
129	178	12	114.783	89.1513	88.2727	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|935			0
130	203	7	114.687	90.0254	86.7936	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|944			0
131	184	16	122.13	83.0203	91.0189	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1152			0
132	163	47	102.696	110.669	92.669	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2			0
133	182	9	107.31	100.864	89.3206	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1366			0
134	191	2	111.357	93.796	89.0748	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|270			0
135	169	21	111.089	93.5671	85.9987	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|387			0
136	207	17	128.308	77.1352	88.1528	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1195			0
137	179	4	131.262	75.6571	90.0173	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|357			0
138	169	9	112.13	92.3559	88.0865	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|337			0
139	202	35	129.128	77.5339	90.8091	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|326			0
140	201	12	117.463	86.8253	89.5443	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1254			0
141	197	56	130.849	75.2286	89.928	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|765			0
142	162	19	135.039	72.3168	91.1302	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|314			0
143	172	20	136.051	71.7696	90.6196	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|305			0
144	168	46	135.057	71.2858	87.7122	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|567			0
145	163	24	127.744	77.3919	87.8018	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1438			0
146	180	10	124.045	81.1557	90.2193	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1723			0
147	193	22	108.258	100.409	89.162	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|351			0
148	196	38	106.016	105.993	93.5259	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|146			0
149	182	32	110.371	100.814	93.9926	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|119			0
150	186	5	115.343	89.3988	88.6657	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|330			0
151	167	1	102.977	109.092	91.438	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|697			0
152	201	25	125.019	78.9501	87.051	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|872			0
153	198	10	102.412	106.375	87.7552	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|588			0
154	182	3	115.716	87.5261	88.5235	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1417			0
155	195	1	123.987	80.5156	89.7357	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|263			0
156	207	1	130.285	76.0195	89.3528	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|711			0
157	196	7	117.092	86.6932	89.1286	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|232			0
158	188	22	133.686	72.7347	89.8614	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1512			0
159	178	11	123.837	80.8926	89.1353	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|33			0
160	180	9	130.123	75.5892	87.5713	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|158			0
161	180	1	134.501	71.8263	89.5503	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1427			0
162	179	3	97.8411	112.083	84.6433	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|208			0
163	162	38	118.106	86.7922	89.6985	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1030			0
164	185	20	121.703	83.4668	91.813	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|327			0
165	196	45	113.535	92.0549	89.7277	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|233			0
166	155	25	110.726	91.7577	85.2547	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|191			0
167	182	55	117.832	85.6348	88.5057	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|185			0
168	184	4	127.442	76.548	86.3258	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|704			0
169	195	20	133.588	73.1432	89.5345	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|176			0
170	163	36	128.752	76.9579	89.1751	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|96			0
171	196	54	123.382	81.161	89.0411	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|214			0
172	171	11	120.828	83.6377	87.7165	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1920			0
173	195	49	110.67	100.246	94.2872	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|137			0
174	183	12	99.9849	113.347	88.9911	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|273			0
175	203	33	118.319	85.6098	88.6773	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|413			0
176	207	39	104.96	106.094	91.7097	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|154			0
177	168	5	116.194	87.6762	88.6732	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|595			0
178	177	25	105.907	106.009	93.3705	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|410			0
179	163	31	129.549	77.1891	90.9129	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|130			0
180	185	15	117.164	85.6267	87.0745	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1669			0
181	194	6	103.767	110.148	93.0908	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|173			0
182	206	21	117.881	85.8623	88.4463	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|752			0
183	207	13	129.459	77.3198	89.5151	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1130			0
184	190	31	120.471	86.0789	91.908	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|79			0
185	180	15	136.544	71.5988	91.2599	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|281			0
186	175	19	108.357	100.638	89.8793	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1378			0
187	208	9	128.498	75.7191	86.3937	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|748			0
188	185	25	135.696	70.8095	87.7525	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1227			0
189	182	3	123.723	80.7793	89.4642	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|264			0
190	208	5	98.612	113.985	86.585	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1169			0
191	206	1	116.348	86.6964	86.6804	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1499			0
192	163	45	122.172	83.0899	91.4246	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|106			0
193	185	51	127.273	78.2089	90.2911	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|7			0
194	193	46	100.033	110.638	86.2037	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|171			0
195	188	28	122.593	82.8998	91.4818	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|70			0
196	158	16	129.054	76.986	89.3576	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1283			0
197	181	45	108.063	101.405	91.031	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|46			0
198	186	13	116.501	86.4167	87.7221	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1506			0
199	156	35	123.443	82.0105	91.17	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|300			0
200	189	11	127.926	78.0033	90.0513	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|67			0
201	186	10	105.102	106.566	92.6666	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|437			0
