No.	Trend	Plunge	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes	Label	Strabo Type	Strabo quality
44	250	43	108.425	101.094	91.1226	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1613			0
45	247	21	113.795	91.6211	89.4891	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1594			0
46	260	6	122.145	82.2297	89.531	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|122			0
47	269	4	128.172	77.4106	87.7872	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1590			0
48	248	6	106.393	102.435	89.1122	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1580			0
49	254	10	110.633	95.3609	88.8155	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1368			0
50	262	2	118.394	85.0776	87.3194	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1568			0
51	224	3	127.792	76.2691	86.5391	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1540			0
52	268	24	98.8642	114.918	87.2856	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1462			0
53	265	7	111.078	93.3755	90.2645	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2023			0
54	241	5	117.502	85.4387	86.7999	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1775			0
55	228	5	104.972	104.148	89.5521	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1495			0
56	249	10	116.802	87.1695	88.6958	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1301			0
57	240	11	107.965	100.853	90.1007	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1456			0
58	265	36	134.3	73.2367	91.1962	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|436			0
59	267	2	116.267	87.5437	89.5921	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1445			0
60	240	9	99.3276	112.519	87.417	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1435			0
61	234	42	99.4019	112.148	87.6298	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1434			0
62	251	3	128.448	76.394	87.2199	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|745			0
63	269	35	100.054	110.903	88.794	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1422			0
64	249	34	132.933	73.7254	89.6247	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1393			0
65	229	22	98.3942	116.365	86.995	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1376			0
66	269	1	104.788	104.387	89.4616	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1354			0
67	228	1	105.959	104.293	91.787	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1768			0
68	230	5	109.234	96.2654	86.334	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1349			0
69	240	1	131.077	74.2218	86.5872	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|415			0
70	242	34	133.507	73.1197	87.1914	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1307			0
71	271	18	108.224	101.405	91.417	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1705			0
72	259	35	109.047	99.8387	89.8158	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1384			0
73	227	14	116.753	89.2238	91.7784	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|297			0
74	262	13	100.459	112.799	88.7892	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1074			0
75	231	40	115.029	89.7622	89.1945	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1635			0
76	259	41	116.636	86.3813	86.8427	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|321			0
77	257	2	123.839	81.1512	90.0915	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1271			0
78	258	5	107.028	101.162	89.5617	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1205			0
79	235	1	126.629	77.2027	88.6449	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1240			0
80	256	9	128.497	76.8497	88.2348	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1330			0
81	243	3	114.43	90.311	88.9625	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1229			0
82	235	8	100.511	110.521	89.1057	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1216			0
83	246	9	117.618	86.4565	88.9896	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|880			0
84	231	13	116.918	85.8174	86.4983	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1192			0
85	236	14	116.174	87.9638	89.4625	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1181			0
86	257	6	129.31	77.2968	90.7205	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1143			0
87	255	14	114.95	92.3108	92.8025	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|473			0
