No.	Trend	Plunge	Longitude	Latitude	Elevation	Units	Day	Month	Year	Notes	Label	Strabo Type	Strabo quality
43	7	51	123.019	80.5872	88.5445	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1887			0
44	77	69	108.936	94.9629	85.17	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1881			0
45	59	72	104.252	101.759	84.9955	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1878			0
46	0	54	113.974	90.5872	87.0598	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1876			0
47	43	41	122.372	81.1404	85.9868	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1871			0
48	52	51	99.657	113.094	88.4155	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2054			0
49	41	40	114.253	90.0081	86.1406	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1870			0
50	23	55	113.349	90.3445	85.7989	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1867			0
51	29	39	112.156	91.7061	87.2288	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1861			0
52	26	28	132.849	73.4611	86.8232	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1859			0
53	16	49	115.123	90.9474	91.1505	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1858			0
54	9	37	126.319	79.144	90.4227	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1856			0
55	32	53	109.116	100.113	90.9467	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1853			0
56	50	60	128.808	75.3521	86.2165	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1851			0
57	31	31	119.916	86.1019	91.2565	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1913			0
58	44	53	111.025	98.5527	93.3487	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1845			0
59	28	64	101.49	106.74	84.8945	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1835			0
60	44	38	108.099	97.644	85.73	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1825			0
61	26	76	108.361	95.9846	85.2092	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1819			0
62	40	46	117.575	86.1316	88.3737	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1816			0
63	22	30	108.749	100.886	91.5679	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1805			0
64	26	43	133.526	72.6662	86.6204	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1800			0
65	56	31	98.6909	113.395	87.0716	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1798			0
66	43	57	114.728	89.1046	85.7343	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1795			0
67	29	42	112.592	92.0444	88.7059	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1792			0
68	56	45	102.535	105.103	85.0361	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1791			0
69	28	54	125.346	78.4637	86.0785	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1786			0
70	27	46	107.342	98.3678	85.4427	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1785			0
71	55	42	112.765	90.5117	85.6271	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1783			0
72	52	43	134.049	72.5809	88.4566	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1782			0
73	21	80	133.375	73.1321	90.4552	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1764			0
74	10	32	107.95	101.914	91.6507	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1748			0
75	40	38	109.512	101.357	93.8379	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1951			0
76	32	52	113.832	93.7169	91.961	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1743			0
77	27	30	107.429	99.0472	86.7155	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1736			0
78	61	47	111.49	93.277	88.4502	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1730			0
79	40	30	124.186	79.2365	85.9767	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1724			0
80	28	37	110.135	97.425	92.4062	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1869			0
81	62	68	98.9184	115.964	88.8515	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1717			0
82	31	38	111.917	92.6428	88.2943	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1716			0
83	50	35	109.545	100.01	91.0499	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1715			0
84	43	84	107.263	102.846	92.4972	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1708			0
85	65	66	105.146	107.266	93.2513	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1701			0
86	14	50	123.28	79.576	87.4363	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1692			0
87	17	65	124.904	79.3283	88.0947	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1687			0
88	356	46	127.536	77.3556	87.4593	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1684			0
89	356	53	101.145	115.656	92.4451	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1675			0
90	16	71	127.834	76.5879	87.1151	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1672			0
91	48	70	117.253	89.5662	92.1562	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1666			0
92	16	38	135.961	70.6382	86.983	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1665			0
93	40	51	118.091	85.1871	87.0545	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1663			0
94	4	61	114.624	90.8197	90.3679	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1659			0
95	29	69	122.529	81.2083	88.8221	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1651			0
96	59	36	103.54	108.234	92.4824	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1644			0
97	23	33	133.39	73.327	90.6529	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1637			0
98	21	36	111.397	98.012	93.2847	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1634			0
99	12	59	110.153	95.7989	86.722	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1632			0
100	35	24	115.934	87.2951	87.3712	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1626			0
101	37	60	123.052	82.842	91.4733	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1624			0
102	40	67	133.014	74.1508	90.9058	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1618			0
103	24	27	130.081	74.6111	86.4901	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1855			0
104	45	30	120.647	84.9086	90.917	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1598			0
105	47	58	100.903	110.707	89.8412	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|507			0
106	36	38	117.922	85.9767	88.6408	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2030			0
107	8	58	128.781	76.6596	88.689	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1586			0
108	33	66	132.213	75.4798	90.7609	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1153			0
109	7	41	109.508	97.03	87.4046	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1472			0
110	47	45	106.643	102.857	92.118	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1583			0
111	31	25	103.241	108.286	92.5305	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1577			0
112	56	61	105.798	103.171	89.205	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1574			0
113	34	42	127.816	76.9884	87.3242	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1879			0
114	25	32	120.976	83.6911	86.7753	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1570			0
115	58	37	102.841	113.314	92.9178	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1569			0
116	22	30	107.711	99.1757	87.6522	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|725			0
117	3	70	124.333	81.0107	90.7687	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|212			0
118	43	66	131.12	75.3349	89.396	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|957			0
119	50	78	118.118	84.1865	85.5593	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1924			0
120	8	57	136.164	70.8195	88.3847	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1542			0
121	10	60	115.045	89.5048	88.5244	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1643			0
122	73	74	116.831	88.9246	90.5025	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1529			0
123	9	49	111.109	93.0456	85.6377	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1527			0
124	44	26	98.697	116.016	87.2719	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1823			0
125	10	52	113.585	94.6775	92.6663	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1554			0
126	22	41	132.023	73.6922	86.5531	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1518			0
127	46	67	107.959	98.87	87.5851	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1508			0
128	42	60	123.993	81.5244	91.1678	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1505			0
129	52	29	109.66	93.3051	85.1055	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|383			0
130	49	50	98.7893	115.447	88.5244	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1477			0
131	44	32	108.986	102.249	93.5955	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1476			0
132	7	65	127.19	77.0525	87.1991	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1470			0
133	45	43	99.8946	111.052	85.6199	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|852			0
134	15	32	133.671	72.7111	88.3542	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1447			0
135	25	42	135.197	71.017	86.6289	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1431			0
136	48	46	114.156	92.8552	91.2659	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1426			0
137	24	63	128.594	76.4005	87.5139	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1530			0
138	13	46	125.097	80.1203	90.5776	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1415			0
139	16	36	103.378	105.214	87.1206	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|655			0
140	54	49	127.772	76.2623	86.1684	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1414			0
141	55	35	133.25	73.2172	86.7284	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1225			0
142	20	65	122.5	82.2432	90.4079	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1409			0
143	50	65	131.661	76.3243	90.9649	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|95			0
144	63	41	110.334	92.819	85.3288	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|736			0
145	10	33	103.839	108.09	92.4983	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1383			0
146	29	46	116.302	86.4835	85.8092	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1381			0
147	30	48	111.905	91.2498	86.2848	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1375			0
148	352	51	101.534	112.238	91.7042	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|334			0
149	27	50	129.048	75.786	87.0187	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1364			0
150	61	51	100.346	113.816	90.9993	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1361			0
151	77	75	110.97	92.3455	85.2894	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1355			0
152	48	46	117.726	88.3167	91.8659	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2037			0
153	359	42	123.737	79.5017	86.9094	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1353			0
154	9	54	128.396	76.9755	89.8428	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|724			0
155	34	52	129.168	76.016	87.5537	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1350			0
156	122	71	110.806	100.228	93.9266	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|11			0
157	61	50	112.404	94.3035	92.3814	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|162			0
158	60	48	110.649	95.686	89.3722	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1342			0
159	47	52	101.234	110.166	89.8576	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1340			0
160	32	47	119.49	85.2035	89.6483	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1333			0
161	44	42	111.292	91.1978	85.2345	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1324			0
162	0	43	127.495	78.0026	89.8657	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1664			0
163	217	85	99.3348	112.184	86.162	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|5			0
164	26	51	110.005	92.8251	85.1756	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1315			0
165	32	31	99.4245	114.739	89.1501	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1314			0
166	24	53	116.461	87.3016	89.9467	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1310			0
167	24	34	109.336	99.1971	90.1806	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1363			0
168	51	51	116.486	89.503	90.6009	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1304			0
169	57	72	102.451	109.002	91.2398	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1804			0
170	10	70	102.831	107.512	91.3052	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1299			0
171	54	34	128.155	77.571	90.6303	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1398			0
172	42	53	103.574	102.395	84.9579	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1291			0
173	13	33	107.503	102.486	92.6351	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1294			0
174	38	26	107.413	99.7313	88.3137	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1290			0
175	357	43	120.633	83.7029	88.6727	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1287			0
176	56	39	123.368	81.9218	90.8998	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1504			0
177	64	49	99.2604	114.849	88.1429	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1679			0
178	14	32	124.042	79.6363	88.5354	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1270			0
179	81	84	127.199	78.1059	90.7072	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1249			0
180	12	62	128.311	76.1545	86.9449	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1262			0
181	35	70	107.433	98.0508	85.2224	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1253			0
182	18	42	116.974	90.8485	92.4627	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1239			0
183	47	40	134.554	71.8549	88.8758	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1234			0
184	40	78	107.845	97.3524	85.1572	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1425			0
185	24	46	130.314	76.2296	89.61	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1224			0
186	21	28	109.13	96.7586	87.0112	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1257			0
187	26	33	109.827	100.667	93.9709	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|364			0
188	7	34	119.04	85.3312	89.6185	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1222			0
189	12	42	117.341	86.6488	88.7258	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1219			0
190	41	42	106.27	101.507	87.6198	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2045			0
191	50	54	99.3252	112.524	86.6301	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1329			0
192	15	61	130.53	75.9838	90.0125	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|81			0
193	30	49	123.88	79.277	85.864	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1202			0
194	0	50	134.595	72.2992	90.5809	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1201			0
195	53	44	101.372	108.006	85.0315	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1199			0
196	41	52	111.48	92.7171	87.5313	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1756			0
197	43	26	103.995	102.105	85.0287	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|904			0
198	14	49	102.57	113.388	92.9057	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1176			0
199	10	66	109.716	99.3323	90.3974	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1174			0
200	22	31	122.885	82.2601	90.557	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1171			0
201	47	57	132.593	75.5573	90.9707	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1170			0
202	36	39	129.638	77.111	89.0463	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1165			0
203	12	47	111.398	99.9572	93.9556	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1150			0
204	14	67	98.088	113.73	84.8214	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1149			0
205	54	39	109.132	98.957	89.4861	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1552			0
206	47	61	110.98	97.1331	92.7323	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|2043			0
207	41	63	135.03	70.7305	86.4863	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1759			0
208	19	26	105.39	104.588	90.1047	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1138			0
209	358	63	134.828	72.8087	91.2293	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|429			0
210	122	86	102.178	108.183	90.4409	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1123			0
211	44	63	111.271	91.4351	85.444	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1117			0
212	6	40	125.607	79.6066	88.5522	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1114			0
213	44	39	98.5573	114.419	85.4711	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1769			0
214	91	69	103.695	111.649	93.4021	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1100			0
215	47	39	130.202	76.451	88.7941	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1084			0
216	57	75	104.702	100.635	85.2224	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1083			0
217	48	35	105.751	105.875	93.2355	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1067			0
218	39	61	110.558	94.3212	86.059	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1439			0
219	26	35	123.106	82.2549	91.0122	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1065			0
220	34	69	114.371	90.7596	90.0603	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1064			0
221	23	72	105.002	103.783	89.2179	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1062			0
222	45	31	104.201	108.845	93.0809	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1060			0
223	44	65	118.096	87.6363	91.8021	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|571			0
224	61	43	125.066	79.765	90.3434	m	24	2	2024	Calculated from planes data set: Imported Planes|Notes from planes dataset:|1140			0
