Wavelength	REM49059000001.asd
757	 22184.5828650415 
758	 22153.5208910656 
759	 22121.5737489052 
760	 22088.9298766597 
761	 22055.5339668714 
762	 22017.3655519916 
763	 21978.6738305872 
764	 21942.9062669227 
765	 21906.9494055844 
766	 21865.9180149718 
767	 21820.3242638871 
768	 21777.8072305183 
769	 21733.2684812846 
770	 21686.5874249746 
771	 21638.9225904383 
772	 21585.5094608134 
773	 21527.9723546159 
774	 21469.0772818725 
775	 21412.4555658897 
776	 21352.2203857403 
777	 21287.0875937222 
778	 21220.7554269471 
779	 21155.8421385716 
780	 21088.8051182184 
781	 21014.5809461185 
782	 20937.4756759215 
783	 20861.9600502192 
784	 20789.5843493454 
785	 20715.1164976863 
786	 20636.5112587544 
787	 20555.3064997059 
788	 20476.5082000787 
789	 20394.7342454952 
790	 20310.5895684476 
791	 20226.0656832494 
792	 20140.5481902442 
793	 20053.0107871894 
794	 19963.857852542 
795	 19877.1106599378 
796	 19786.7320829679 
797	 19693.1238976725 
798	 19600.6826597758 
799	 19508.2910441588 
800	 19414.7826199762 
801	 19318.4625841687 
802	 19215.5771867719 
803	 19111.6865115375 
804	 19009.0348115083 
805	 18904.6432961912 
806	 18800.7104966611 
807	 18695.837088882 
808	 18588.0965454966 
809	 18486.1286885023 
810	 18386.7180304744 
811	 18285.196674458 
812	 18177.4417980575 
813	 18069.2194204097 
814	 17961.1030593429 
815	 17849.1194983179 
816	 17740.9075345734 
817	 17631.7773285762 
818	 17516.5384489868 
819	 17406.4449472155 
820	 17299.2232072057 
821	 17193.875098281 
822	 17093.8358849809 
823	 16992.2049909871 
824	 16889.4290510871 
825	 16788.8343092649 
826	 16682.9460820586 
827	 16576.1296527714 
828	 16471.2283721797 
829	 16360.6722574292 
830	 16251.1674131879 
831	 16143.0359648908 
832	 16031.003901206 
833	 15921.7289352238 
834	 15814.6950765588 
835	 15707.9833837295 
836	 15602.7680559691 
837	 15499.6374592766 
838	 15397.4564483772 
839	 15292.1980344127 
840	 15189.1701593794 
841	 15086.7646338751 
842	 14981.264915881 
843	 14876.8627336428 
844	 14771.2879318569 
845	 14663.7436636278 
846	 14558.3296678131 
847	 14454.5995811534 
848	 14352.4911250693 
849	 14251.8413288946 
850	 14150.0483626467 
851	 14047.9436036724 
852	 13946.7758712452 
853	 13846.9116485376 
854	 13746.4545793453 
855	 13646.2757360532 
856	 13549.8349713914 
857	 13454.1135731008 
858	 13357.4221811823 
859	 13258.9056115461 
860	 13159.7273356713 
861	 13060.6654281146 
862	 12962.1506300619 
863	 12864.2446569625 
864	 12766.2640887073 
865	 12667.1107713977 
866	 12566.0198300077 
867	 12464.3074388047 
868	 12365.6062951298 
869	 12270.6601929215 
870	 12175.50245834 
871	 12080.3635323725 
872	 11984.8165302033 
873	 11888.3070506541 
874	 11789.339673878 
875	 11694.1543279605 
876	 11603.6153873336 
877	 11506.5559512276 
878	 11409.1958113826 
879	 11312.6831707907 
880	 11216.2717076006 
881	 11120.3610601465 
882	 11023.9494454807 
883	 10927.1914986969 
884	 10833.2781365364 
885	 10739.0910101084 
886	 10644.2317817166 
887	 10549.6646172747 
888	 10455.9313402452 
889	 10363.1212845904 
890	 10271.4508902199 
891	 10181.8618876055 
892	 10092.4294305893 
893	 10001.9435199384 
894	 9909.89065455783 
895	 9818.77412759398 
896	 9727.97833063108 
897	 9636.72196739592 
898	 9544.6756702977 
899	 9453.44782572413 
900	 9361.84665497524 
901	 9267.88941082222 
902	 9175.82375176004 
903	 9085.20283531707 
904	 8994.69372473239 
905	 8901.86101610608 
906	 8812.5691483159 
907	 8726.44019589006 
908	 8640.65023016439 
909	 8556.33682990438 
910	 8474.83650550027 
911	 8394.7169125895 
912	 8309.85522928458 
913	 8222.49686982989 
914	 8135.24973963444 
915	 8050.24741972988 
916	 7964.5154261811 
917	 7879.15849368082 
918	 7794.99430339417 
919	 7712.13325317065 
920	 7628.8306534904 
921	 7546.36400382547 
922	 7465.79091779616 
923	 7383.03470177941 
924	 7300.96819612274 
925	 7220.4856203096 
926	 7140.2833527396 
927	 7058.67995703403 
928	 6977.74210167604 
929	 6899.07745630454 
930	 6820.3328758554 
931	 6741.3223844032 
932	 6662.15056744837 
933	 6583.15314209791 
934	 6503.93825013814 
935	 6427.29596333178 
936	 6353.44753469815 
937	 6276.35794974389 
938	 6200.36879680118 
939	 6125.06129784091 
940	 6048.7860963145 
941	 5973.9264465086 
942	 5900.08719384065 
943	 5826.48322721891 
944	 5752.13795590392 
945	 5680.75042317145 
946	 5610.37199539629 
947	 5538.51048362584 
948	 5466.01769518731 
949	 5394.99845021067 
950	 5324.4925230664 
951	 5251.92471005165 
952	 5182.08938695982 
953	 5113.75233838655 
954	 5045.77811567621 
955	 4979.00332382147 
956	 4911.91287971651 
957	 4844.35429229947 
958	 4776.96163574489 
959	 4711.24869488403 
960	 4647.16599679978 
961	 4584.09337373644 
962	 4521.00108407148 
963	 4457.80676904837 
964	 4395.354727777 
965	 4333.95370340449 
966	 4272.20601335292 
967	 4210.89970513707 
968	 4150.00971386902 
969	 4089.30265393769 
970	 4029.18389998326 
971	 3969.45217514041 
972	 3910.04370869319 
973	 3851.05841888154 
974	 3792.10448142768 
975	 3733.76097985692 
976	 3676.26061208199 
977	 3618.62151656956 
978	 3560.88209962435 
979	 3503.75209401952 
980	 3447.68073417049 
981	 3389.9479733183 
982	 3334.23744563587 
983	 3280.56150328486 
984	 3225.67258029592 
985	 3173.11159948016 
986	 3120.99958996879 
987	 3068.05634255511 
988	 3015.72406755669 
989	 2964.23858513025 
990	 2913.45240367768 
991	 2863.12768786228 
992	 2813.49211879316 
993	 2763.77595274586 
994	 2713.72193355093 
995	 2663.6422157609 
996	 2615.18853990042 
997	 2567.35087897229 
998	 2519.45491325798 
999	 2471.61333142817 
1000	 2423.02420132834 
1001	 9754.31017862621 
1002	 9814.06065426719 
1003	 9873.59845256907 
1004	 9936.7420815012 
1005	 9996.76674328994 
1006	 10054.011102435 
1007	 10113.0808152431 
1008	 10172.0416896039 
1009	 10231.6187491487 
1010	 10291.0651152357 
1011	 10352.8471538788 
1012	 10415.4286524795 
1013	 10477.1742626168 
1014	 10537.2207908673 
1015	 10598.2887420251 
1016	 10658.041268728 
1017	 10717.6758585809 
1018	 10782.0167316191 
1019	 10849.1490320222 
1020	 10917.9264881405 
1021	 10991.4762244413 
1022	 11063.7783351998 
1023	 11137.0116522243 
1024	 11210.7015019557 
1025	 11283.6170574562 
1026	 11358.7253730952 
1027	 11436.2920098081 
1028	 11515.0452818725 
1029	 11597.2206934264 
1030	 11678.8423125686 
1031	 11760.9426863066 
1032	 11843.174894198 
1033	 11927.8509835112 
1034	 12013.1886804992 
1035	 12100.5816426512 
1036	 12192.2305536787 
1037	 12280.9324987713 
1038	 12369.6972646348 
1039	 12457.5179621963 
1040	 12544.2383929058 
1041	 12630.406410855 
1042	 12716.1781274748 
1043	 12803.3230871116 
1044	 12890.8583901531 
1045	 12977.223788462 
1046	 13060.7447651915 
1047	 13143.3811049718 
1048	 13223.9169867299 
1049	 13301.1589476243 
1050	 13377.9682972544 
1051	 13454.3366270355 
1052	 13528.793493472 
1053	 13601.5929347221 
1054	 13672.6778300329 
1055	 13741.3041756447 
1056	 13809.7770691763 
1057	 13876.9937829365 
1058	 13943.8390742298 
1059	 14006.3393548299 
1060	 14070.6331805178 
1061	 14135.1319533537 
1062	 14197.8189565714 
1063	 14261.7825246953 
1064	 14327.5116439506 
1065	 14392.580055421 
1066	 14456.0095680031 
1067	 14521.487496016 
1068	 14586.3509091928 
1069	 14656.245089757 
1070	 14728.6727868791 
1071	 14802.200809498 
1072	 14878.9072398039 
1073	 14957.8071896888 
1074	 15036.433632194 
1075	 15119.1297797313 
1076	 15205.1526729697 
1077	 15296.0874979406 
1078	 15391.9751003203 
1079	 15492.2993904487 
1080	 15596.0503818426 
1081	 15705.4919532963 
1082	 15816.5360576671 
1083	 15930.5810886977 
1084	 16047.4368922024 
1085	 16167.0349678728 
1086	 16290.6243800035 
1087	 16418.3476877694 
1088	 16547.3114727862 
1089	 16680.4847335373 
1090	 16814.0592027267 
1091	 16950.0335884503 
1092	 17086.0397002148 
1093	 17220.1788468441 
1094	 17353.5423563287 
1095	 17489.9858033531 
1096	 17628.3695294671 
1097	 17761.6384412258 
1098	 17896.5870531203 
1099	 18027.5093460976 
1100	 18150.8111949429 
1101	 18277.8931465482 
1102	 18408.1610095803 
1103	 18534.3398194844 
1104	 18658.9771104939 
1105	 18781.7575352481 
1106	 18900.6226540813 
1107	 19020.3965511698 
1108	 19138.8622318788 
1109	 19257.9189882337 
1110	 19377.0143655245 
1111	 19497.8981791232 
1112	 19614.3827150282 
1113	 19730.2071766709 
1114	 19842.8285602982 
1115	 19952.0124411857 
1116	 20060.1791466159 
1117	 20166.2319390349 
1118	 20271.4423095357 
1119	 20371.7689890083 
1120	 20476.6120740439 
1121	 20586.3254062677 
1122	 20690.3547776495 
1123	 20794.2532982637 
1124	 20896.4069217783 
1125	 20995.9743835778 
1126	 21088.7669443806 
1127	 21187.805457765 
1128	 21290.579201966 
1129	 21387.4276065103 
1130	 21483.6107926513 
1131	 21577.6782612164 
1132	 21665.632345336 
1133	 21758.6224282909 
1134	 21855.2677706234 
1135	 21947.5401113772 
1136	 22040.9924657322 
1137	 22130.4764021474 
1138	 22214.0566290484 
1139	 22299.6391226848 
1140	 22385.0456920445 
1141	 22469.1780954602 
1142	 22552.6648381855 
1143	 22636.0852813876 
1144	 22718.7361242742 
1145	 22798.7403877514 
1146	 22882.4781825292 
1147	 22969.2857722807 
1148	 23051.8598461403 
1149	 23134.3873304166 
1150	 23215.7854005932 
1151	 23292.6877494899 
1152	 23373.2362285139 
1153	 23457.0106095513 
1154	 23537.9434277707 
1155	 23618.8093874005 
1156	 23698.5724818383 
1157	 23774.4095481017 
1158	 23853.5475104682 
1159	 23934.8711083474 
1160	 24015.1370001786 
1161	 24095.6763253429 
1162	 24177.4989398115 
1163	 24258.783006466 
1164	 24340.6015021901 
1165	 24418.9875107252 
1166	 24496.2143827866 
1167	 24573.7402071715 
1168	 24648.6047116218 
1169	 24724.2182051088 
1170	 24801.4244139224 
1171	 24877.2370997064 
1172	 24950.2757811797 
1173	 25025.1094522916 
1174	 25101.4346477166 
1175	 25176.9583241171 
1176	 25254.3150970524 
1177	 25328.5856841715 
1178	 25401.7357288843 
1179	 25472.0295089139 
1180	 25543.4981626582 
1181	 25612.9933983828 
1182	 25683.4688935356 
1183	 25755.2447724419 
1184	 25825.7314802917 
1185	 25894.9756318489 
1186	 25964.6292885913 
1187	 26035.3867466071 
1188	 26103.2399453887 
1189	 26168.8084989156 
1190	 26235.7535577109 
1191	 26302.0746171796 
1192	 26368.1938289943 
1193	 26436.9548083701 
1194	 26501.6432436081 
1195	 26562.4844202263 
1196	 26624.1667929223 
1197	 26682.5336814467 
1198	 26743.6715806513 
1199	 26805.5331891955 
1200	 26869.4290090231 
1201	 26930.3515806849 
1202	 26991.8730735774 
1203	 27050.7517067957 
1204	 27108.6897578612 
1205	 27162.9992202253 
1206	 27214.7987013593 
1207	 27265.6673866921 
1208	 27311.9088805246 
1209	 27360.4527463397 
1210	 27411.8009450308 
1211	 27458.2031222266 
1212	 27499.9640419122 
1213	 27545.0258043472 
1214	 27590.3486841892 
1215	 27633.5892608851 
1216	 27677.728813259 
1217	 27722.0375374634 
1218	 27762.9008552809 
1219	 27800.7261018827 
1220	 27841.1590004985 
1221	 27883.1814784277 
1222	 27923.8354456219 
1223	 27965.0199384768 
1224	 28003.2293946493 
1225	 28039.9007286844 
1226	 28075.8737500807 
1227	 28110.3557178288 
1228	 28143.8460173078 
1229	 28174.8189831846 
1230	 28207.8616145308 
1231	 28243.3016090528 
1232	 28273.9438188428 
1233	 28304.4646558688 
1234	 28332.9179946449 
1235	 28358.0694783091 
1236	 28378.6402296146 
1237	 28402.0522829415 
1238	 28428.4858043547 
1239	 28455.3305296079 
1240	 28481.9891685993 
1241	 28509.3655393196 
1242	 28540.0582901665 
1243	 28564.0863645368 
1244	 28585.8026822059 
1245	 28607.2964939354 
1246	 28622.7155974608 
1247	 28643.9248536325 
1248	 28669.8312429676 
1249	 28690.5714969552 
1250	 28710.4493768916 
1251	 28730.6062322385 
1252	 28747.175354064 
1253	 28766.289857046 
1254	 28788.3757431805 
1255	 28809.1522644959 
1256	 28831.1127753424 
1257	 28848.9112584504 
1258	 28867.7340629702 
1259	 28886.9910658661 
1260	 28906.5852663455 
1261	 28929.7242219715 
1262	 28955.0785796823 
1263	 28981.4376660257 
1264	 29007.9205044641 
1265	 29033.8064461699 
1266	 29064.4710596511 
1267	 29097.5924336877 
1268	 29130.8109467855 
1269	 29167.9924567258 
1270	 29204.2747364695 
1271	 29238.2649028299 
1272	 29276.4300959302 
1273	 29320.1939562333 
1274	 29358.6976875287 
1275	 29397.4112139117 
1276	 29435.0100982877 
1277	 29471.8469318466 
1278	 29504.3614897884 
1279	 29537.1114820743 
1280	 29564.376263964 
1281	 29585.1677309048 
1282	 29599.4909254816 
1283	 29609.3907342096 
1284	 29613.3185249424 
1285	 29612.9000660332 
1286	 29603.5055452987 
1287	 29583.6198193122 
1288	 29555.0430907775 
1289	 29519.8035962554 
1290	 29474.0950836305 
1291	 29421.9117716194 
1292	 29363.9103565955 
1293	 29297.1183781818 
1294	 29217.9075026476 
1295	 29139.2867461762 
1296	 29055.5441604138 
1297	 28967.5331625 
1298	 28875.5764506058 
1299	 28781.211825479 
1300	 28680.6998603845 
1301	 28580.5990344807 
1302	 28478.7658056227 
1303	 28375.6372545744 
1304	 28271.472141538 
1305	 28169.7722463099 
1306	 28068.6967353742 
1307	 27967.4364821288 
1308	 27871.1188664679 
1309	 27775.9880934883 
1310	 27682.1938768454 
1311	 27593.8336017776 
1312	 27507.1013558087 
1313	 27419.3383889823 
1314	 27341.3194808909 
1315	 27269.0340789635 
1316	 27200.3792529032 
1317	 27137.1888819472 
1318	 27079.9755609567 
1319	 27026.6690658523 
1320	 26980.1622586456 
1321	 26943.4527682927 
1322	 26905.9457685163 
1323	 26868.7296666126 
1324	 26839.6789224678 
1325	 26815.8462977999 
1326	 26795.3358519999 
1327	 26780.5601487971 
1328	 26771.9611345579 
1329	 26764.3357135862 
1330	 26755.6463258797 
1331	 26753.740935373 
1332	 26756.3859429582 
1333	 26759.3383038592 
1334	 26768.3335328838 
1335	 26778.5334374917 
1336	 26786.4907897027 
1337	 26796.7803706665 
1338	 26811.8018789212 
1339	 26831.4395845339 
1340	 26855.3943364668 
1341	 26881.8134313335 
1342	 26915.6775708901 
1343	 26944.61070304 
1344	 26971.7362188845 
1345	 27002.984734784 
1346	 27034.7334586017 
1347	 27067.9001525661 
1348	 27105.8558334371 
1349	 27141.0651381413 
1350	 27173.3203814611 
1351	 27209.4180869228 
1352	 27246.064909862 
1353	 27285.1814965641 
1354	 27325.6991069562 
1355	 27371.0339191478 
1356	 27418.079499177 
1357	 27464.7641027925 
1358	 27515.6821660603 
1359	 27570.7246908518 
1360	 27630.7477101932 
1361	 27699.4671538195 
1362	 27773.2806306649 
1363	 27848.8965938983 
1364	 27928.3339818281 
1365	 28012.7214904601 
1366	 28100.1514437048 
1367	 28193.1982708441 
1368	 28286.1791771466 
1369	 28384.7410140781 
1370	 28476.2853839612 
1371	 28568.9280690667 
1372	 28654.5997882657 
1373	 28735.7994363939 
1374	 28812.0917071284 
1375	 28883.1907396094 
1376	 28950.8239840528 
1377	 29010.0141004569 
1378	 29073.6280047862 
1379	 29132.2833207693 
1380	 29199.1730697732 
1381	 29268.2466631162 
1382	 29344.3424818583 
1383	 29427.4563393096 
1384	 29512.9976760705 
1385	 29603.2257714136 
1386	 29696.0992135308 
1387	 29786.0680321572 
1388	 29876.6294800004 
1389	 29969.6719522501 
1390	 30060.3924784777 
1391	 30151.7032692538 
1392	 30242.0745957552 
1393	 30327.078697777 
1394	 30410.2593564166 
1395	 30491.3531140047 
1396	 30573.430710467 
1397	 30658.6138589463 
1398	 30743.7658927777 
1399	 30829.8496244521 
1400	 30916.904743971 
1401	 31006.2040965361 
1402	 31097.0544539722 
1403	 31187.2194252652 
1404	 31279.1868912345 
1405	 31371.8575532359 
1406	 31461.6768422181 
1407	 31557.4482113133 
1408	 31660.0425003114 
1409	 31756.7754260425 
1410	 31856.3517615502 
1411	 31951.6082821846 
1412	 32037.9093125011 
1413	 32130.9249725104 
1414	 32228.4855095382 
1415	 32320.3341699205 
1416	 32411.1088321471 
1417	 32504.647081372 
1418	 32591.8856538053 
1419	 32674.194791471 
1420	 32759.4664803389 
1421	 32843.7029471438 
1422	 32924.1431216672 
1423	 33004.5890330673 
1424	 33083.1636989133 
1425	 33158.400653024 
1426	 33231.6694251558 
1427	 33302.568604948 
1428	 33370.2232035349 
1429	 33436.5584824276 
1430	 33500.2717278297 
1431	 33562.5106632492 
1432	 33626.9043049058 
1433	 33689.7069412803 
1434	 33748.1645655484 
1435	 33803.97689679 
1436	 33860.6012741303 
1437	 33913.978829319 
1438	 33966.8524528979 
1439	 34023.3670772665 
1440	 34073.7844157423 
1441	 34119.4420463455 
1442	 34161.5912560425 
1443	 34199.3832911303 
1444	 34237.5813284736 
1445	 34272.7810697545 
1446	 34308.2522986787 
1447	 34345.5579337734 
1448	 34377.5344817887 
1449	 34406.1438379383 
1450	 34433.0425927905 
1451	 34456.6123201023 
1452	 34479.9895831547 
1453	 34502.3843960141 
1454	 34521.5106637983 
1455	 34537.8365657488 
1456	 34553.7938336439 
1457	 34570.5146629568 
1458	 34584.4922121797 
1459	 34596.24777492 
1460	 34605.9045426623 
1461	 34609.7924666691 
1462	 34611.7601091595 
1463	 34614.7825810671 
1464	 34616.9510769958 
1465	 34620.5850977881 
1466	 34623.4161257268 
1467	 34622.730325865 
1468	 34624.216191506 
1469	 34622.545724979 
1470	 34615.8034421249 
1471	 34612.2911259126 
1472	 34608.2335349141 
1473	 34601.2725896575 
1474	 34594.7548543495 
1475	 34586.6854784351 
1476	 34576.0448662698 
1477	 34563.401665144 
1478	 34548.1098533223 
1479	 34533.7623738601 
1480	 34518.2923254842 
1481	 34500.3675716301 
